period,county,Total Dewormed,Acute Malnutrition,stunted 6-23 months,stunted 0-<6 months,stunted 24-59 months,diarrhoea cases,Underweight 0-<6 months,Underweight 6-23 months,Underweight 24-59 Months
2025-12-22,Kajiado County,8768,200,449,58,146,3251,150,945,662
2025-12-22,Kakamega County,103232,26,295,109,55,3186,267,554,128
2025-12-22,Kericho County,1858,26,17,11,7,2364,126,303,32
2025-12-22,Kiambu County,7463,254,464,307,57,4871,514,1269,135
2025-12-22,Kilifi County,6062,76,1393,316,330,5597,348,2185,676
2025-12-22,Kirinyaga County,1965,2,84,19,9,1571,134,489,45
2025-12-22,Vihiga County,5770,21,158,256,27,505,86,317,59
2025-12-22,Uasin Gishu County,8624,1,356,98,43,4377,189,1035,146
2025-12-22,Turkana County,38896,226,689,198,1461,6656,279,3775,3792
2025-12-22,Trans Nzoia County,139294,388,223,141,9,1141,239,415,74
2025-12-22,Tharaka Nithi County,1896,30,208,92,35,1250,155,394,48
2025-12-22,Tana River County,4550,639,433,7,259,1852,33,1111,1075
2025-12-22,Taita Taveta County,2191,6,153,86,53,1022,151,507,130
2025-12-22,Siaya County,3896,1,30,7,20,1553,87,141,48
2025-12-22,Samburu County,1729,131,89,26,59,3073,13,331,539
2025-12-22,Nyeri County,9894,19,217,223,28,800,465,573,58
2025-12-22,Nyandarua County,2253,12,113,82,20,958,199,283,37
2025-12-22,Nyamira County,1833,2,52,35,3,797,39,84,64
2025-12-22,Narok County,6803,42,100,189,43,2825,97,259,86
2025-12-22,Nandi County,1488,21,144,55,3,1093,167,249,27
2025-12-22,Nakuru County,7850,238,440,265,49,4972,564,1101,146
2025-12-22,Nairobi County,54845,338,1741,1142,705,8159,1341,3741,477
2025-12-22,Muranga County,4770,20,436,171,100,1791,273,797,112
2025-12-22,Mombasa County,3275,316,385,65,121,3487,275,1209,279
2025-12-22,Migori County,6825,47,112,56,109,2024,128,239,104
2025-12-22,Meru County,24349,17,281,103,39,2066,288,422,66
2025-12-22,Marsabit County,6392,148,38,36,107,1291,52,852,1111
2025-12-22,Mandera County,7862,430,186,27,116,7692,158,441,529
2025-12-22,Makueni County,6228,172,550,63,320,2797,122,1219,954
2025-12-22,Machakos County,5182,128,46,50,270,3876,329,1073.3,171
2025-12-22,Lamu County,303,26,20,13,4,866,12,56,24
2025-12-22,Laikipia County,2620,24,282,216,57,1211,451,531,100
2025-12-22,Kwale County,5565,254,548,97,369,2916,316,1269,654
2025-12-22,Kitui County,6614,2,693,127,387,2774,314,1493,789
2025-12-22,Kisumu County,5054,188,99,65,28,2409,173,547,148
2025-12-22,Kisii County,3417,3,66,131,26,1565,69,181,28
2025-12-22,Wajir County,13620,1448,3,11,331,5212,129,964,1289
2025-12-22,West Pokot County,9610,36,85,7,73,2791,42,320,102
2025-01-21,Baringo County,1917,4,66,555,17,895,78,90,21
2025-01-21,Bomet County,1306,1.5,40,17,33,4255,58,96,33
2025-01-21,Bungoma County,4367,7,46,44,22,2045,154,190,54
2025-01-21,Busia County,885,2,149,883,7,514,70,70,13
2025-01-21,Elgeyo Marakwet County,1767,26,56,53,2,1881,58,85,11
2025-01-21,Embu County,817,10,15,4,36,384,83,211,13
2025-01-21,Garissa County,4888,65,37,6,67,1514,64,370,253
2025-01-21,Homa Bay County,1377,9,56,165,8,829,31,184,126
2025-01-21,Isiolo County,1093,28,24,1,55,892,24,105,97
2025-01-21,Kajiado County,4866,63,147,77,43,2690,170,264,3256
2025-01-21,Kakamega County,5500,18,42,33,17,2044,129,169,83
2025-01-21,Kericho County,599,26,18,23,1,1034,55,149,27
2025-01-21,Kiambu County,4362,3,142,83,12,3274,368,525,95
2025-01-21,Kilifi County,2482,1,444,145,216,2960,212,813,128
2025-01-21,Kirinyaga County,1666,2,76,18,5,2804,68,316,196
2025-01-21,Vihiga County,1254,18,78,9,2,198,19,35,7
2025-01-21,Uasin Gishu County,2660,1,181,149,10,3859,174,291,33
2025-01-21,Turkana County,7529,79,280,106,139,5409,218,1236,1181
2025-01-21,Trans Nzoia County,305,139,7,89,6,704,36,24,10
2025-01-21,Tharaka Nithi County,2484,23,56,69,38,1045,77,199,40
2025-01-21,Tana River County,1208,114,77,26,29,1670,52,276,130
2025-01-21,Taita Taveta County,211,5,32,4,8,251,50,36,15
2025-01-21,Siaya County,1927,2,23,6,3,920,41,93,19
2025-01-21,Samburu County,2100,9,63,19,28,1630,33,224,161
2025-01-21,Nyeri County,3255,10,156,133,15,1482,279,327,46
2025-01-21,Nyandarua County,2623,12,53,43,14,909,86,162,27
2025-01-21,Nyamira County,1146,2,10,44,1,597,42,64,11
2025-01-21,Narok County,6303,22,64,41,33,2827,86,374,42
2025-01-21,Nandi County,1618,2,9,19,26,843,29,50,12
2025-01-21,Nakuru County,9728,49,967,309,42,7620,912,1568,163
2025-01-21,Nairobi County,14049,224,1782,513,268,6598,853,2002,317
2025-01-21,Muranga County,4902,16,465,140,33,2158,220,529,54
2025-01-21,Mombasa County,1963,54,159,109,6,1734,277,671,71
2025-01-21,Migori County,7981,27,20,8,2,1002,33,64,6
2025-01-21,Meru County,1872,19,45,93,19,1131,144,111,29
2025-01-21,Marsabit County,2212,23,99,35,206,1947,67,253,433
2025-01-21,Mandera County,3986,23,123,42,137,5216,116,399,512
2025-01-21,Makueni County,4054,5,596,80,85,1507,99,393,114
2025-01-21,Machakos County,4748,199,127,63,109,3631,321,681,146
2025-01-21,Lamu County,162,26,3,9,3,530,6,26,5
2025-01-21,Laikipia County,10948,33,113,137,69,1647,176,248,31
2025-01-21,Kwale County,34623,4,204,31,41,544,47,308,50
2025-01-21,Kitui County,1593,2,109,35,37,928,106,269,79
2025-01-21,Kisumu County,1893,11,29,6,27,2580,191,192,50
2025-01-21,Kisii County,774,3,12,4,12,678,128,81,131
2025-01-21,Wajir County,5854,354,179,16,252,2146,55,535,524
2025-01-21,West Pokot County,2630,28,41,26,16,2371,38,170,86
2025-02-21,Baringo County,4376,1,114,34,24,1599,72,212,107
2025-02-21,Bomet County,1428,1.5,10,3,6,3691,47,42,11
2025-02-21,Bungoma County,7537,7,133,52,40,3582,340,444,117
2025-02-21,Busia County,1937,3,104,53,15,737,114,183,30
2025-02-21,Elgeyo Marakwet County,3860,26,121,69,26,2734,106,403,51
2025-02-21,Embu County,2889,36,169,115,36,768,152,503,64
2025-02-21,Garissa County,6436,123,47,11,47,1716,65,290,356
2025-02-21,Homa Bay County,3368,5,103,152,49,1838,90,263,65
2025-02-21,Isiolo County,1074,29,69,8,49,950,14,118,121
2025-02-21,Kajiado County,5538,50,170,108,30,4174,211,306,60
2025-02-21,Kakamega County,10379,24.5,78,40,18,3444,167,359,400
2025-02-21,Kericho County,1581,26,7,23,4,3125,87,229,42
2025-02-21,Kiambu County,5934,149,528,157,33,4954,436,941,112
2025-02-21,Kilifi County,2890,28.5,466,173,100,4498,211,798,185
2025-02-21,Kirinyaga County,1604,2,65,43,21,1902,97,233,48
2025-02-21,Vihiga County,1074,29,38,23,8,247,28,67,25
2025-02-21,Uasin Gishu County,6270,1,342,96,48,5442,226,556,28
2025-02-21,Turkana County,8635,150,244,65,189,6372,345,1383,1161
2025-02-21,Trans Nzoia County,1093,139,7,9,22,732,34,24,1
2025-02-21,Tharaka Nithi County,2502,15,94,64,22,940,123,203,31
2025-02-21,Tana River County,1524,95,108,67,64,1834,44,309,102
2025-02-21,Taita Taveta County,319,5,40,6,8,255,19,68,11
2025-02-21,Siaya County,2331,2,15,8,4,1313,60,95,38
2025-02-21,Samburu County,2025,14,89,7,25,1704,87,267,207
2025-02-21,Nyeri County,3536,7,157,144,18,1384,210,403,51
2025-02-21,Nyandarua County,3018,12,169,82,13,947,132,174,32
2025-02-21,Nyamira County,1712,9,46,26,5,784,49,75,28
2025-02-21,Narok County,6502,18,105,54,25,2510,78,147,63
2025-02-21,Nandi County,4090,85,56,35,7,1763,68,206,19
2025-02-21,Nakuru County,10104,94,276,393,58,7304,750,1256,156
2025-02-21,Nairobi County,19529,324,1684,1742,329,9130,967,2869,775
2025-02-21,Muranga County,5995,4,386,171,49,2143,273,562,106
2025-02-21,Mombasa County,2215,25,180,132,23,2306,268,783,128
2025-02-21,Migori County,2257,16,19,25,9,1281,46,154,24
2025-02-21,Meru County,3380,20,88,54,71,2529,171,253,67
2025-02-21,Marsabit County,2388,22,374,76,99,1792,60,493,459
2025-02-21,Mandera County,3572,18,60,12,64,3894,188,427,411
2025-02-21,Makueni County,7391,9,274,120,64,3291,124,682,154
2025-02-21,Machakos County,4842,193,51,90,74,4122,354,719,180
2025-02-21,Lamu County,191,26,8,9,3,823,11,16,10
2025-02-21,Laikipia County,2389,45,148,147,42,1426,318,377,61
2025-02-21,Kwale County,6809,24,484,77,199,2723,156,752,329
2025-02-21,Kitui County,5654,2,398,169,148,2523,149,674,379
2025-02-21,Kisumu County,2703,38,21,60,4,2177,116,297,62
2025-02-21,Kisii County,1576,3,33,44,3,1325,163,194,10
2025-02-21,Wajir County,7706,580,105,7,254,1969,55,460,477
2025-02-21,West Pokot County,2567,44,28,32,22,2477,69,102,45
2025-03-21,Baringo County,4291,8,150,63,55,2331,92,308,132
2025-03-21,Bomet County,1291,1.5,4,2,5,2582,64,142,14
2025-03-21,Bungoma County,11159,7,67,88,36,3464,529,401,175
2025-03-21,Busia County,9630,20,288,147,82,2147,272,558,342
2025-03-21,Elgeyo Marakwet County,2116,26,309,169,5,2783,147,239,32
2025-03-21,Embu County,9178,37,263,79,46,1160,125,502,64
2025-03-21,Garissa County,6944,93,13,10,49,1362,103,418,437
2025-03-21,Homa Bay County,4504,16,230,141,34,2314,144,371,63
2025-03-21,Isiolo County,1071,25,16,11,24,788,18,131,72
2025-03-21,Kajiado County,7161,43,320,460,39,5545,241,443,120
2025-03-21,Kakamega County,12481,11,262,190,136,4281,243,1124,271
2025-03-21,Kericho County,1625,26,19,36,8,3136,136,246,24
2025-03-21,Kiambu County,6722,141,411,408,57,6831,593,1188,148
2025-03-21,Kilifi County,7674,4,1236,368,197,8612,464,1959,411
2025-03-21,Kirinyaga County,2110,2,98,23,4,2095,112,355,33
2025-03-21,Vihiga County,2865,28,120,43,29,816,117,295,80
2025-03-21,Uasin Gishu County,7092,1,342,775,13,6813,302,604,54
2025-03-21,Turkana County,16440,92,354,101,283,6862,373,1345,1361
2025-03-21,Trans Nzoia County,2138,2,169,107,9,2135,176,325,40
2025-03-21,Tharaka Nithi County,2608,14,88,54,35,1094,124,278,48
2025-03-21,Tana River County,1633,151,193,84,86,1688,53,382,212
2025-03-21,Taita Taveta County,1877,14,206,65,65,659,98,359,143
2025-03-21,Siaya County,5766,2,10,146,2,2137,121,131,35
2025-03-21,Samburu County,1365,16,103,15,18,2070,18,239,188
2025-03-21,Nyeri County,3061,9,201,200,22,1407,230,390,82
2025-03-21,Nyandarua County,2374,12,55,72,7,1217,100,204,23
2025-03-21,Nyamira County,2008,2,6,45,4,1011,24,58,6
2025-03-21,Narok County,7225,25,105,71,18,2227,114,168,55
2025-03-21,Nandi County,4946,23,85,36,15,2008,98,256,45
2025-03-21,Nakuru County,9578,79,321,221,57,7239,1158,1388,266
2025-03-21,Nairobi County,17603,291,1774,756,319,10302,1170,5348,577
2025-03-21,Muranga County,4975,6,529,463,92,1860,493,919,278
2025-03-21,Mombasa County,3331,174,230,164,15,3948,371,1146,152
2025-03-21,Migori County,6848,35,51,19,24,3171,108,147,37
2025-03-21,Meru County,3528,22,228,162,43,2724,230,308,57
2025-03-21,Marsabit County,2920,109,273,29,248,2200,189,675,697
2025-03-21,Mandera County,3460,72,60,32,34,4608,104,371,402
2025-03-21,Makueni County,8419,10,340,48,203,2886,116,721,235
2025-03-21,Machakos County,5437,176,50,31,103,4118,374,895,227
2025-03-21,Lamu County,294,26,37,5,3,710,22,53,18
2025-03-21,Laikipia County,2143,48,135,152,30,1509,310,365,54
2025-03-21,Kwale County,8138,65,547,186,326,3254,211,967,499
2025-03-21,Kitui County,5920,6,328,72,254,2443,357,589,307
2025-03-21,Kisumu County,6782,56,101,91,82,3747,197,439,134
2025-03-21,Kisii County,4585,3,179,152,14,2376,290,209,42
2025-03-21,Wajir County,6749,539,41,1,170,2346,55,384,522
2025-03-21,West Pokot County,2762,25,76,60,25,2179,140,256,61
2025-04-21,Baringo County,3306,4,145,72,29,1847,101,308,157
2025-04-21,Bomet County,944,1.5,3,3,14,2336,71,127,12
2025-04-21,Bungoma County,7186,7,132,107,84,2886,255,327,126
2025-04-21,Busia County,4997,20,352,90,138,1465,197,536,193
2025-04-21,Elgeyo Marakwet County,1699,26,104,102,7,1867,59,265,13
2025-04-21,Embu County,2349,41,227,105,54,762,184,469,53
2025-04-21,Garissa County,7073,95,24,5,28,1756,116,315,610
2025-04-21,Homa Bay County,3209,69,145,68,18,1410,207,241,51
2025-04-21,Isiolo County,874,35,41,99,99,734,53,109,139
2025-04-21,Kajiado County,5459,87,197,258,34,3365,203,332,78
2025-04-21,Kakamega County,10098,16,84,649,24,3713,387,340,66
2025-04-21,Kericho County,1583,26,2,1,5,2340,98,202,70
2025-04-21,Kiambu County,7076,137,352,596,57,4226,619,1302,118
2025-04-21,Kilifi County,6301,4,869,309,181,6005,521,1592,312
2025-04-21,Kirinyaga County,1762,2,142,39,5,1504,112,367,50
2025-04-21,Vihiga County,2349,29,130,61,25,563,102,231,41
2025-04-21,Uasin Gishu County,4935,1,188,764,16,5115,276,517,49
2025-04-21,Turkana County,15382,337,289,110,209,7586,240,1503,1426
2025-04-21,Trans Nzoia County,1518,22,146,109,13,1735,192,272,32
2025-04-21,Tharaka Nithi County,1669,13,106,28,49,758,86,476,63
2025-04-21,Tana River County,2271,273,142,18,41,1193,84,353,158
2025-04-21,Taita Taveta County,1968,18,173,63,73,604,109,294,117
2025-04-21,Siaya County,4132,2,42,32,11,1526,299,128,43
2025-04-21,Samburu County,1139,14,48,90,49,1639,37,1047,324
2025-04-21,Nyeri County,2540,5,383,179,13,822,266,799,66
2025-04-21,Nyandarua County,2060,12,117,83,13,754,146,214,51
2025-04-21,Nyamira County,2160,2,35,84,1,849,45,95,6
2025-04-21,Narok County,4907,24,54,42,20,2211,93,169,81
2025-04-21,Nandi County,3762,16,88,45,9,1529,82,208,31
2025-04-21,Nakuru County,8719,62,552,332,64,4825,831,1141,132
2025-04-21,Nairobi County,18502,446,1801,721,163,8168,1193,2846,463
2025-04-21,Muranga County,5422,1,323,270,59,1137,329,577,65
2025-04-21,Mombasa County,2727,118,536,197,41,2667,343,994,176
2025-04-21,Migori County,6171,27,45,24,14,3093,85,165,29
2025-04-21,Meru County,3199,20,110,71,322,2350,268,370,32
2025-04-21,Marsabit County,4045,91,205,33,158,1726,106,636,661
2025-04-21,Mandera County,3664,99,67,34,66,4479,181,388,536
2025-04-21,Makueni County,5775,10,343,85,105,1896,166,637,172
2025-04-21,Machakos County,5106,233,40,79,80,2848,347,842,132
2025-04-21,Lamu County,258,26,11,27,5,603,21,42,17
2025-04-21,Laikipia County,1848,66,205,193,45,1001,389,436,111
2025-04-21,Kwale County,22202,44,537,173,413,2541,207,938,584
2025-04-21,Kitui County,4588,6,388,431,99,1746,192,549,212
2025-04-21,Kisumu County,5061,38,49,33,93,2491,185,432,150
2025-04-21,Kisii County,2451,3,56,468,14,1835,194,195,28
2025-04-21,Wajir County,9840,584,125,36,272,2610,84,455,697
2025-04-21,West Pokot County,2765,39,62,143,23,2426,43,250,79
2025-05-21,Baringo County,13782,2,161,70,71,2131,98,391,110
2025-05-21,Bomet County,1336,1.5,11,4,2,2201,71,71,36
2025-05-21,Bungoma County,9139,7,46,268,59,3033,267,500,169
2025-05-21,Busia County,5059,14,216,105,74,1719,197,391,168
2025-05-21,Elgeyo Marakwet County,3497,26,83,73,22,1690,87,228,113
2025-05-21,Embu County,37043,10,255,348,227,961,161,697,80
2025-05-21,Garissa County,6103,98,37,8,30,1828,102,536,383
2025-05-21,Homa Bay County,3137,14,124,208,34,1332,147,363,50
2025-05-21,Isiolo County,3280,11,19,5,95,922,20,90,124
2025-05-21,Kajiado County,5632,50,178,81,41,3612,180,262,108
2025-05-21,Kakamega County,10716,3,116,39,85,4701,150,467,361
2025-05-21,Kericho County,1906,26,2,6,2,1612,99,644,33
2025-05-21,Kiambu County,20477,93,417,315,108,4929,660,1290,176
2025-05-21,Kilifi County,127503,3,782,173,209,8403,348,1519,308
2025-05-21,Kirinyaga County,1765,2,152,51,19,2195,107,698,58
2025-05-21,Vihiga County,2361,29,107,37,55,644,55,199,57
2025-05-21,Uasin Gishu County,70708,1,185,146,17,6443,280,478,46
2025-05-21,Turkana County,37504,167,353,87,220,8708,191,1448,1401
2025-05-21,Trans Nzoia County,1528,139,128,198,15,1697,176,210,34
2025-05-21,Tharaka Nithi County,23677,14,91,59,26,993,125,313,72
2025-05-21,Tana River County,1398,79,160,32,54,1235,35,326,201
2025-05-21,Taita Taveta County,31430,5,343,45,53,783,159,377,133
2025-05-21,Siaya County,30485,2,31,8,86,2241,86,213,598
2025-05-21,Samburu County,17181,14,33,10,29,2101,80,248,282
2025-05-21,Nyeri County,4571,12,265,183,18,882,228,417,88
2025-05-21,Nyandarua County,19963,12,83,64,13,664,141,235,30
2025-05-21,Nyamira County,5602,2,28,47,4,888,66,129,18
2025-05-21,Narok County,6196,29,212,59,21,2201,126,139,63
2025-05-21,Nandi County,21548,16,98,89,29,1320,121,232,39
2025-05-21,Nakuru County,15893,21,365,152,48,5187,636,1199,173
2025-05-21,Nairobi County,91975,264,1528,566,2036,9616,1157,3388,558
2025-05-21,Muranga County,21263,1,321,209,38,1423,318,748,251
2025-05-21,Mombasa County,3103,130,291,177,34,3909,299,1112,173
2025-05-21,Migori County,23069,26,36,24,105,2067,61,104,24
2025-05-21,Meru County,3373,17,103,42,13,2111,198,234,45
2025-05-21,Marsabit County,15936,34,293,20,368,1877,69,745,592
2025-05-21,Mandera County,2693,55,101,57,74,5625,198,527,477
2025-05-21,Makueni County,24638,17,336,79,140,2169,151,624,238
2025-05-21,Machakos County,21059,63,43,65,99,3724,424,757,177
2025-05-21,Lamu County,218,26,6,3,3,615,10,34,13
2025-05-21,Laikipia County,2322,28,181,220,68,1318,396,428,80
2025-05-21,Kwale County,56028,21,384,169,231,3263,206,650,378
2025-05-21,Kitui County,11182,6,277,77,268,1809,172,543,298
2025-05-21,Kisumu County,4996,13,54,25,44,3336,152,326,199
2025-05-21,Kisii County,2875,3,178,240,57,1886,251,174,14
2025-05-21,Wajir County,5875,139,67,13,328,2960,65,416,504
2025-05-21,West Pokot County,24290,29,65,11,53,2552,30,184,166
2025-06-21,Baringo County,24348,5.5,117,95,122,2705,84,253,175
2025-06-21,Bomet County,2022,1.5,2,2,3,2428,63,88,10
2025-06-21,Bungoma County,11934,7,174,81,37,2888,347,408,543
2025-06-21,Busia County,8405,8,278,150,30,1743,151,652,285
2025-06-21,Elgeyo Marakwet County,25067,26,110,101,31,2581,139,162,52
2025-06-21,Embu County,2576,41,389,60,35,922,148,816,75
2025-06-21,Garissa County,26915,67,35,5,49,1769,98,447,519
2025-06-21,Homa Bay County,3133,5,57,71,6,1084,70,173,13
2025-06-21,Isiolo County,21825,12,114,17,65,1024,46,117,121
2025-06-21,Kajiado County,16036,38,253,79,123,3052,151,436,71
2025-06-21,Kakamega County,43050,24.5,97,44,104,4586,207,455,248
2025-06-21,Kericho County,1933,26,8,5,4,2933,122,235,24
2025-06-21,Kiambu County,7003,85,497,420,111,4228,576,856,202
2025-06-21,Kilifi County,104764,10,824,215,241,6633,316,1402,344
2025-06-21,Kirinyaga County,1682,2,145,67,28,4114,134,394,37
2025-06-21,Vihiga County,2160,21,117,32,70,631,77,221,47
2025-06-21,Uasin Gishu County,8560,1,273,108,176,6029,253,605,81
2025-06-21,Turkana County,10137,182,286,157,214,6518,168,1267,1353
2025-06-21,Trans Nzoia County,1880,139,62,72,26,1789,125,200,42
2025-06-21,Tharaka Nithi County,2720,15,162,82,14,662,123,483,38
2025-06-21,Tana River County,2688,147,147,7,47,1429,53,357,187
2025-06-21,Taita Taveta County,1225,5,114,40,86,1802,91,276,236
2025-06-21,Siaya County,71121,4,10,8,105,2579,64,369,155
2025-06-21,Samburu County,10829,2,38,51,23,2231,68,599,253
2025-06-21,Nyeri County,7151,32,210,134,71,821,291,427,66
2025-06-21,Nyandarua County,3757,12,108,74,4,881,165,225,38
2025-06-21,Nyamira County,2499,2,33,11,1,779,41,56,7
2025-06-21,Narok County,101894,17,90,206,159,2195,132,260,177
2025-06-21,Nandi County,6861,15,71,138,27,1771,199,212,332
2025-06-21,Nakuru County,82403,39,460,245,102,6824,737,1407,191
2025-06-21,Nairobi County,141850,295,1499,738,262,9212,1164,3711,432
2025-06-21,Muranga County,4291,1,469,360,34,1205,437,746,119
2025-06-21,Mombasa County,3666,281,539,244,39,5232,350,858,168
2025-06-21,Migori County,14330,21,52,252,20,2245,83,249,37
2025-06-21,Meru County,39597,28,132,76,31,1746,236,222,52
2025-06-21,Marsabit County,16681,13,178,17,179,1613,65,395,567
2025-06-21,Mandera County,3424,51,113,70,691,5650,272,554,1017
2025-06-21,Makueni County,23502,24,296,73,110,1964,137,510,197
2025-06-21,Machakos County,5072,155,60,112,60,3038,377,629,171
2025-06-21,Lamu County,139,26,2,5,3,633,15,42,14
2025-06-21,Laikipia County,23218,33,262,232,51,1357,402,405,74
2025-06-21,Kwale County,6341,28,335,97,243,2584,189,598,342
2025-06-21,Kitui County,65676,5,288,153,114,1745,157,501,255
2025-06-21,Kisumu County,5628,32,40,18,25,3343,138,358,60
2025-06-21,Kisii County,3919,3,105,187,7,2325,204,362,23
2025-06-21,Wajir County,9815,242,148,13,292,2453,93,345,570
2025-06-21,West Pokot County,12700,24,71,13,31,2474,42,205,51
2025-07-21,Baringo County,4067,1,113,48,168,2387,250,180,159.5
2025-07-21,Bomet County,1362,1.5,2,22,4,3075,97,81,17
2025-07-21,Bungoma County,7558,7,338,65,19,2037,287,299,228
2025-07-21,Busia County,4014,4,216,90,40,1576,199,404,86
2025-07-21,Elgeyo Marakwet County,1617,26,59,42,5,1992,64,90,8
2025-07-21,Embu County,3008,20,265,76,43,783,151,510,94
2025-07-21,Garissa County,5896,94,25,100,97,1722,134,357,571
2025-07-21,Homa Bay County,3428,43,55,142,14,1794,240,116,21
2025-07-21,Isiolo County,805,11,20,8,6,850,23,73,32
2025-07-21,Kajiado County,4687,30,255,302,54,2983,167,374,65
2025-07-21,Kakamega County,12753,7,119,75,33,3333,249,546,190
2025-07-21,Kericho County,2369,26,49,48,9,2058,149,313,38
2025-07-21,Kiambu County,6438,92,746,451,72,4406,733,973,118
2025-07-21,Kilifi County,5834,2,871,318,224,8711,452,1607,382
2025-07-21,Kirinyaga County,1739,1,516,104,16,1742,209,441,20
2025-07-21,Vihiga County,1579,32,127,41,20,635,84,151,46
2025-07-21,Uasin Gishu County,5422,1,260,87,168,4397,221,523,29
2025-07-21,Turkana County,7780,237,336,131,312,5901,245,1214,1177
2025-07-21,Trans Nzoia County,1060,139,85,104,13,1502,152,196,29
2025-07-21,Tharaka Nithi County,4064,26,187,57,47,599,128,274,57
2025-07-21,Tana River County,1719,238,99,11,65,1924,76,399,236
2025-07-21,Taita Taveta County,1226,5,378,59,78,1174,147,346,149
2025-07-21,Siaya County,3277,2,29,22,35,1885,284,219,44
2025-07-21,Samburu County,1790,13,125,27,13,1711,98,394,286
2025-07-21,Nyeri County,3647,9,232,164,36,900,255,471,58
2025-07-21,Nyandarua County,2319,12,118,81,20,814,134,223,59
2025-07-21,Nyamira County,2823,2,67,36,5,841,81,123,10
2025-07-21,Narok County,7319,19,95,141,35,1809,99,187,63
2025-07-21,Nandi County,7651,15.5,209,77,159,1860,158,319,68
2025-07-21,Nakuru County,9921,67,532,233,50,5868,747,2008,980
2025-07-21,Nairobi County,21430,278,1600,775,261,8798,1039,2659,431
2025-07-21,Muranga County,4190,16,310,251,71,1338,351,547,86
2025-07-21,Mombasa County,3491,208,245,615,21,4525,252,753,114
2025-07-21,Migori County,6811,6,32,40,36,3070,79,91,26
2025-07-21,Meru County,5086,29,413,95,23,1419,233,295,2748
2025-07-21,Marsabit County,2435,5,290,75,279,1764,90,517,596
2025-07-21,Mandera County,3010,103,130,143,117,4287,140,462,439
2025-07-21,Makueni County,6733,3,307,126,93,1781,208,563,172
2025-07-21,Machakos County,4818,121,42,43,123,2756,490,765,164
2025-07-21,Lamu County,297,26,31,12,2,789,39,81,33
2025-07-21,Laikipia County,3024,36,245,215,50,1407,413,421,73
2025-07-21,Kwale County,7575,47,402,213,296,2731,392,719,351
2025-07-21,Kitui County,4731,13,255,202,73,1696,205,479,206
2025-07-21,Kisumu County,4449,60,97,77,22,2432,405,429,371
2025-07-21,Kisii County,2954,3,76,254,6,2137,285,120,44
2025-07-21,Wajir County,5776,383,78,33,153,2054,58,410,527
2025-07-21,West Pokot County,3094,24,23,14,19,2334,46,137,92
2025-08-21,Baringo County,3153,2,110,113,53,2465,83,176,144
2025-08-21,Bomet County,938,1.5,3,5,12,2682,107,128,40
2025-08-21,Bungoma County,9795,7,154,54,31,2906,346,454,178
2025-08-21,Busia County,3875,5,228,106,51,1539,199,436,127
2025-08-21,Elgeyo Marakwet County,2158,26,82,100,13,1849,71,133,26
2025-08-21,Embu County,2971,18,252,136,34,1180,139,542,74
2025-08-21,Garissa County,7728,51,94,2,112,1995,129,421,501
2025-08-21,Homa Bay County,3017,53,99,74,10,2158,97,201,49
2025-08-21,Isiolo County,1243,147,25,207,3,884,14,130,123
2025-08-21,Kajiado County,4912,45,314,360,15,2982,141,225,140
2025-08-21,Kakamega County,10992,24.5,155,94,102,3290,285,602,127
2025-08-21,Kericho County,1998,26,66,29,168,2821,161,189,25
2025-08-21,Kiambu County,6386,66,584,469,60,5322,722,987,146
2025-08-21,Kilifi County,7053,28.5,992,431,183,9181,460,1668,359
2025-08-21,Kirinyaga County,1495,2,384,120,30,1740,220,499,58
2025-08-21,Vihiga County,2862,25,70,34,15,653,97,281,54
2025-08-21,Uasin Gishu County,4975,1,215,99,16,4132,226,600,29
2025-08-21,Turkana County,6836,115,196,133,377,6265,322,1143,1552
2025-08-21,Trans Nzoia County,1490,2,122,134,59,1316,159,192,43
2025-08-21,Tharaka Nithi County,2183,22,147,64,49,851,110,365,71
2025-08-21,Tana River County,1889,135,128,10,40,1915,36,336,229
2025-08-21,Taita Taveta County,1956,5,154,64,45,1074,160,369,157
2025-08-21,Siaya County,3151,2,25,14,15,2851,77,155,42
2025-08-21,Samburu County,1507,15,66,103,20,1557,81,308,267
2025-08-21,Nyeri County,3604,11,281,155,42,973,232,399,90
2025-08-21,Nyandarua County,2287,12,235,351,33,944,105,234,69
2025-08-21,Nyamira County,1868,2,42,15,23,1061,77,296,8
2025-08-21,Narok County,6018,6,58,103,6,2026,90,500,23
2025-08-21,Nandi County,7001,15.5,177,109,26,1837,136,348,150
2025-08-21,Nakuru County,13014,40,412,295,37,6610,909,1279,165
2025-08-21,Nairobi County,19659,228,2118,752,241,9574,1156,3131,537
2025-08-21,Muranga County,4558,16,319,317,137,1612,493,565,109
2025-08-21,Mombasa County,3013,115,386,184,30,4311,278,812,119
2025-08-21,Migori County,7557,16,42,68,51,4119,100,208,57
2025-08-21,Meru County,4605,22,119,116,35,1566,1738,287,46
2025-08-21,Marsabit County,2783,5,77,40,130,1658,34,445,544
2025-08-21,Mandera County,2728,55,81,82,130,4493,108,347,488
2025-08-21,Makueni County,6875,10,320,125,125,2123,141,443,281
2025-08-21,Machakos County,5463,185,30,53,94,2662,417,732,212
2025-08-21,Lamu County,205,26,15,9,2,1010,34,76,24
2025-08-21,Laikipia County,2426,30,241,258,65,796,416,447,72
2025-08-21,Kwale County,7442,37,392,138,274,3404,219,650,412
